"gene","pval","effect","fdr"
"C12orf10","0.44171403583604","0.00504184394553375",0.516135403073962
"C12orf29","0.00149945229857381","0.0358211388333208",0.00423180823688545
"C12orf4","0.00330791315474816","-0.0191037886871326",0.00810349800516666
"C12orf43","0.681317506333957","0.00162823345003582",0.738708677599209
"C12orf45","0.00231132651825346","-0.0275699431861957",0.00602664336504829
"C12orf57","0.000595711645406563","0.0509462599061012",0.00202942812134206
"C12orf65","0.125061209845869","0.0135716341564326",0.175819649696587
"C12orf66","0.19669852506537","-0.00956134290520028",0.258734650537055
"C12orf75","0.00531286862271681","-0.0549725788119577",0.0120588223558701
"C14orf119","0.00658480402142077","-0.0215243441703572",0.0143911261595901
"C15orf39","0.00124675273139701","-0.055904939510942",0.00364974546778701
"C15orf40","0.0096813646328898","-0.0117743774766584",0.0198931850957215
"C15orf48","0.000372312377339145","-0.0963973776986881",0.0014219961000384
"C16orf58","0.0635077522188988","0.0167609719633086",0.0981924238158848
"C16orf70","0.000121674006536007","-0.0401837390007663",0.000604583743701344
"C16orf89","0.609993418845775","0.0168567162613295",0.675387995431367
"C16orf91","0.405158265105777","0.00807750807106522",0.480130984383478
"C17orf49","0.00323770858521845","-0.0195856560650255",0.00795503864575242
"C17orf75","6.55599894011516e-06","0.0321253043704123",8.4985516843911e-05
"C17orf80","0.317457898573377","0.00783767933031743",0.390259521070981
"C17orf97","0.000415193810408504","-0.0889308349676711",0.00154372141748376
"C18orf21","0.903294405631953","0.000882658380981116",0.922425136544597
"C18orf25","0.883054962219354","0.000864876547250537",0.905770689234494
"C18orf32","0.229773825558138","0.0153765928837167",0.296212883337291
"C19orf12","0.0262019011051242","-0.0142786908483125",0.0461942203077959
"C19orf25","0.0211705662454838","-0.0147867065172107",0.0385084571247692
"C19orf33","0.00918230021087289","-0.0967589200216171",0.0190134746243319
